source,category,mesh,source_material,texture_family,resolution_method,base_color,normal,roughness,metallic,ao,emission,alpha
FBX/Signs/SM_3DT_Sign_Hotel.fbx,Signs,SM_3DT_Sign_Hotel,Signs D,Signs D,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Emission.png,
FBX/Signs/SM_3DT_Sign_Pharmacy.fbx,Signs,SM_3DT_Sign_Pharmacy,Signs D,Signs D,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Emission.png,
FBX/Signs/SM_3DT_Sign_Robotics.fbx,Signs,SM_3DT_Sign_Robotics,Signs D,Signs D,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Emission.png,
FBX/Signs/SM_3DT_Sign_Stand_01.fbx,Signs,SM_3DT_Sign_Stand_01,Signs D,Signs D,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Emission.png,
FBX/Signs/SM_3DT_Sign_Stand_02.fbx,Signs,SM_3DT_Sign_Stand_02,Signs D,Signs D,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Emission.png,
FBX/Signs/SM_3DT_Sign_Stand_03.fbx,Signs,SM_3DT_Sign_Stand_03,Signs D,Signs D,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs D/T_3DT_Signs D_Emission.png,
FBX/Steps/SM_3DT_Steps_01.fbx,Steps,SM_3DT_Steps_01,Steps_01,Steps 01,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 01/T_3DT_Steps_01_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 01/T_3DT_Steps_01_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 01/T_3DT_Steps_01__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 01/T_3DT_Steps_01_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 01/T_3DT_Steps_01_AmbientOcclusion.png,,
FBX/Steps/SM_3DT_Steps_02.fbx,Steps,SM_3DT_Steps_02,Steps 02,Steps 02,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 02/T_3DT_Steps_02_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 02/T_3DT_Steps_02_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 02/T_3DT_Steps_02_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 02/T_3DT_Steps_02_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 02/T_3DT_Steps_02_AmbientOcclusion.png,,
FBX/Steps/SM_3DT_Steps_03.fbx,Steps,SM_3DT_Steps_03,Steps 03,Steps 03,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 03/T_3DT_Steps_03_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 03/T_3DT_Steps_03_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 03/T_3DT_Steps_03_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 03/T_3DT_Steps_03_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 03/T_3DT_Steps_03_AmbientOcclusion.png,,
FBX/Steps/SM_3DT_Steps_04.fbx,Steps,SM_3DT_Steps_04,Steps 04,Steps 04,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 04/T_3DT_Steps_04_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 04/T_3DT_Steps_04_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 04/T_3DT_Steps_04_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 04/T_3DT_Steps_04_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Steps 04/T_3DT_Steps_04_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_A_01.fbx,Trims,SM_3DT_Trim_A_01,Trim A,Trim A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_A_02.fbx,Trims,SM_3DT_Trim_A_02,Trim A,Trim A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_A_03.fbx,Trims,SM_3DT_Trim_A_03,Trim A,Trim A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_A_04.fbx,Trims,SM_3DT_Trim_A_04,Trim A,Trim A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_A_05.fbx,Trims,SM_3DT_Trim_A_05,Trim A,Trim A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_A_Corner.fbx,Trims,SM_3DT_Trim_A_Corner,Trim A,Trim A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim A/T_3DT_Trim A_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_01.fbx,Trims,SM_3DT_Trim_B_01,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_010.fbx,Trims,SM_3DT_Trim_B_010,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_011.fbx,Trims,SM_3DT_Trim_B_011,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_012.fbx,Trims,SM_3DT_Trim_B_012,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_013.fbx,Trims,SM_3DT_Trim_B_013,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_014.fbx,Trims,SM_3DT_Trim_B_014,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_015.fbx,Trims,SM_3DT_Trim_B_015,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_02.fbx,Trims,SM_3DT_Trim_B_02,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_03.fbx,Trims,SM_3DT_Trim_B_03,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_04.fbx,Trims,SM_3DT_Trim_B_04,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_05.fbx,Trims,SM_3DT_Trim_B_05,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_06.fbx,Trims,SM_3DT_Trim_B_06,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_07.fbx,Trims,SM_3DT_Trim_B_07,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_08.fbx,Trims,SM_3DT_Trim_B_08,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Trims/SM_3DT_Trim_B_09.fbx,Trims,SM_3DT_Trim_B_09,Trim B,Trim B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Trim B/T_3DT_Trim_B_AmbientOcclusion.png,,
FBX/Wall Props/SM_3DT_Wall_Prop_01.fbx,Wall Props,SM_3DT_Wall_Prop_01,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_02.fbx,Wall Props,SM_3DT_Wall_Prop_02,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_03.fbx,Wall Props,SM_3DT_Wall_Prop_03,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_04.fbx,Wall Props,SM_3DT_Wall_Prop_04,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_05.fbx,Wall Props,SM_3DT_Wall_Prop_05,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_06.fbx,Wall Props,SM_3DT_Wall_Prop_06,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_07.fbx,Wall Props,SM_3DT_Wall_Prop_07,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Wall Props/SM_3DT_Wall_Prop_08.fbx,Wall Props,SM_3DT_Wall_Prop_08,Wall Props,Wall Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Props/T_3DT_Wall Props__Emission.png,
FBX/Walls/SM_3DT_Apartment_Wall_Piece_A_01.fbx,Walls,SM_3DT_Apartment_Wall_Piece_A_01,Apartment Walls A,Apartment Walls A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_AmbientOcclusion.png,,
